月份,甲乙丙类总计,甲乙类传染病合计,鼠疫,霍乱,传染性非典型肺炎,艾滋病,病毒性肝炎,甲型肝炎,乙型肝炎,丙型肝炎,丁型肝炎,戊型肝炎,未分型肝炎,脊髓灰质炎,人感染高致病性禽流感,甲型H1N1流感,麻疹,流行性出血热,狂犬病,流行性乙型脑炎,登革热,炭疽,细菌性和阿米巴性痢疾,肺结核,伤寒和副伤寒,流行性脑脊髓膜炎,百日咳,白喉,新生儿破伤风,猩红热,布鲁氏菌病,淋病,梅毒,钩端螺旋体病,血吸虫病,疟疾,人感染H7N9禽流感,新型冠状病毒肺炎,丙类传染病合计,流行性感冒,流行性腮腺炎,风疹,急性出血性结膜炎,麻风病,斑疹伤寒,黑热病,包虫病,丝虫病,其他感染性腹泻病,手足口病
2021-04,1549,1548,0,0,0,1363,38,0,32,4,0,2,0,0,0,,0,2,21,0,0,0,1,117,0,1,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2021-05,1531,1529,0,0,0,1352,49,0,38,8,0,3,0,0,0,,0,8,9,0,0,0,2,102,0,0,1,0,0,0,1,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
2021-06,1730,1727,0,0,0,1554,46,0,39,7,0,0,0,0,0,,0,5,15,1,0,0,0,104,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2
2021-07,1882,1881,0,0,0,1675,46,0,34,11,0,0,1,0,0,,0,1,13,1,0,1,0,131,0,0,0,0,0,0,2,0,9,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2021-08,2077,2077,0,0,0,1874,62,0,51,9,0,2,0,0,0,,0,2,8,1,0,1,0,120,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-09,2172,2172,0,0,0,1963,58,1,49,6,0,2,0,0,0,,0,0,14,1,0,0,0,124,0,0,0,0,0,0,1,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-10,2040,2039,0,0,0,1849,43,0,33,10,0,0,0,0,0,,0,5,10,1,0,0,0,126,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2021-11,2321,2320,0,0,0,2131,35,0,22,10,0,2,1,0,0,,0,12,9,1,0,0,0,128,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2021-12,2767,2763,0,0,0,2486,57,0,42,11,0,3,1,0,0,,0,26,20,0,0,0,1,168,0,0,0,0,0,0,0,0,3,1,0,1,0,0,4,2,0,0,0,1,0,0,0,0,0,1
2022-01,1685,1678,0,0,0,1294,54,0,38,14,0,2,0,0,0,,0,6,14,0,0,0,0,304,0,0,0,0,0,0,0,1,5,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,1,1
2022-02,1614,1611,0,0,0,1252,37,0,29,8,0,0,0,0,0,,0,0,4,0,0,0,0,313,1,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1
2022-03,2036,2034,0,0,0,1655,47,0,38,9,0,0,0,0,0,,0,2,6,0,0,0,0,312,0,2,1,0,0,0,1,0,6,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0
2022-04,2200,2200,0,0,0,1387,39,0,28,10,0,1,0,0,0,,0,2,5,0,0,0,0,341,0,0,0,0,0,0,0,1,3,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0
2022-05,2002,2001,0,0,0,1466,38,0,25,13,0,0,0,0,0,,0,4,8,0,0,0,0,316,0,1,1,0,0,0,0,0,0,0,0,1,0,166,1,0,0,0,0,0,0,0,0,0,1,0
2022-06,2066,2060,0,0,0,1647,51,0,35,15,0,0,1,0,0,,0,6,6,0,0,0,0,345,0,1,0,0,0,0,0,0,4,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,1,1
2022-07,2003,1996,0,0,0,1562,43,0,23,18,0,1,1,0,0,,0,3,12,1,0,0,0,367,0,0,0,0,0,0,0,1,6,0,0,1,0,0,7,4,0,0,0,0,0,0,0,0,1,2
2022-08,2568,2565,0,0,0,2106,74,1,26,45,0,2,0,0,0,,0,1,11,0,0,2,0,365,0,0,0,0,1,0,1,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
2022-09,2292,2289,1,0,0,1847,72,1,35,35,0,0,1,0,0,,0,0,8,1,0,0,0,347,0,0,0,0,0,0,0,0,9,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2,1
2022-10,1937,1936,0,0,0,1549,71,0,33,36,0,2,0,0,0,,0,2,6,0,0,0,0,304,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2022-11,1870,1870,0,0,0,1458,53,0,32,20,0,1,0,0,0,,0,5,8,1,0,0,1,333,0,1,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2022-12,2384,2384,0,0,0,1987,51,0,24,26,0,1,0,0,0,,0,4,20,0,0,0,0,316,0,0,0,0,0,0,0,0,4,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0
