月份,甲乙丙类总计,甲乙类传染病合计,鼠疫,霍乱,传染性非典型肺炎,艾滋病,病毒性肝炎,甲型肝炎,乙型肝炎,丙型肝炎,丁型肝炎,戊型肝炎,未分型肝炎,脊髓灰质炎,人感染高致病性禽流感,甲型H1N1流感,麻疹,流行性出血热,狂犬病,流行性乙型脑炎,登革热,炭疽,细菌性和阿米巴性痢疾,肺结核,伤寒和副伤寒,流行性脑脊髓膜炎,百日咳,白喉,新生儿破伤风,猩红热,布鲁氏菌病,淋病,梅毒,钩端螺旋体病,血吸虫病,疟疾,人感染H7N9禽流感,新型冠状病毒肺炎,丙类传染病合计,流行性感冒,流行性腮腺炎,风疹,急性出血性结膜炎,麻风病,斑疹伤寒,黑热病,包虫病,丝虫病,其他感染性腹泻病,手足口病
2017-10,646871,273020,0,0,0,4485,111989,1530,89105,17749,30,1927,1648,0,0,,245,764,45,59,1645,25,8537,81554,1001,7,869,0,12,4279,1953,11950,40231,32,3144,194,0,,373851,16049,15936,100,2640,42,141,15,414,0,75203,263311
2017-11,577247,299615,0,0,0,6136,124246,1597,97694,20883,36,2286,1750,0,0,,257,2021,43,34,765,20,6109,89976,805,9,791,0,11,7947,2427,12638,43906,19,1264,190,1,,277632,27731,22922,126,2721,31,111,8,563,0,93139,130280
2017-12,699850,294398,1,0,0,6622,123274,1428,97560,20394,30,2302,1560,0,0,,260,2105,38,13,139,76,4954,87630,770,24,627,0,1,10622,2549,12275,41193,30,1012,183,0,,405452,121800,26280,193,2756,55,62,18,569,0,174969,78750
2018-01,827781,308475,0,0,0,3309,136377,1329,109021,21743,39,2762,1483,0,0,,377,1180,44,20,16,20,4219,96125,860,14,649,0,9,7564,2202,12137,43067,8,22,255,1,,519306,273949,21540,117,2238,46,45,15,485,0,186071,34800
2018-02,520152,236282,0,0,0,2559,106890,1054,86886,15373,25,2291,1261,0,0,,417,598,34,0,16,9,4009,77224,507,15,743,0,4,2159,1846,7943,31016,1,23,268,1,,283870,139738,11238,72,1596,38,20,19,377,0,117466,13306
2018-03,566716,344124,0,0,0,5331,151849,1422,120659,24666,49,3377,1676,0,0,,609,874,23,5,19,15,5336,110124,694,18,1602,0,3,3774,3755,10333,49546,6,26,182,0,,222592,74086,14858,250,2737,80,38,17,479,0,101191,28856
2018-04,563697,315564,0,0,0,4642,134147,1368,106398,22000,38,2807,1536,0,0,,587,959,31,3,25,19,6321,100054,731,11,1758,0,6,6784,3952,10549,44733,5,33,214,0,,248133,28592,23015,472,2910,62,60,19,398,0,75664,116941
2018-05,874008,336439,0,0,0,5593,137278,1437,108831,22662,34,2632,1682,0,0,,665,1253,34,6,59,15,9657,102063,1014,13,1764,0,10,10747,5077,11999,48920,17,24,231,0,,537569,22980,31707,766,3398,71,87,20,364,0,91041,387135
2018-06,890852,309881,0,1,0,5809,124054,1422,98491,20373,45,2294,1429,0,0,,522,1129,36,27,119,28,11504,91603,1046,9,1973,1,6,10716,4903,11614,44522,8,21,230,0,,580971,16635,33314,431,4111,36,85,17,339,0,102985,423018
2018-07,866072,321272,0,6,0,5289,130882,1587,103809,21499,33,2386,1568,0,0,,327,815,28,285,197,27,12786,95338,1278,7,2850,0,9,5385,4640,12643,48206,17,13,244,0,,544800,14544,25731,281,4464,55,103,16,429,0,121548,377629
2018-08,706372,320670,0,12,0,5750,132350,1640,105068,21712,43,2368,1519,0,0,,231,512,46,904,482,103,12447,94232,1466,9,4134,0,9,2235,4054,12813,48588,35,25,233,0,,385702,12325,16801,199,4047,47,129,13,379,0,126704,225058
2018-09,653046,293487,0,7,0,6155,119741,1376,95312,19673,27,2023,1330,0,0,,172,361,46,528,1497,49,9579,88302,1222,6,2657,0,9,2745,2605,11533,45967,39,30,237,0,,359559,13188,15657,289,3353,33,114,9,374,0,94767,231775
2018-10,604282,284540,0,1,0,5823,118228,1314,94217,19456,30,1896,1315,0,0,,168,901,49,100,1799,36,7249,84680,1133,9,1572,0,6,5216,2044,11229,44050,20,20,207,0,,319742,14852,17443,284,3330,26,138,14,340,0,83377,199938
2018-11,636722,303715,0,1,0,7622,127642,1420,100849,21844,36,2264,1229,0,0,,223,2213,38,32,728,15,5255,87709,907,8,1365,0,5,9927,2693,11637,45449,10,28,208,0,,333007,26960,23472,446,3290,47,117,18,504,0,93757,184396
2018-12,712581,289613,0,0,0,7897,121523,1367,96336,20245,34,2335,1206,0,0,,185,1700,34,24,184,25,4523,83205,685,14,1399,0,11,12593,2557,10999,41591,17,266,181,0,,422968,130442,26717,786,2958,39,56,17,538,0,108329,153086
2019-01,1143574,298910,0,0,0,3688,134887,1622,107754,21512,37,2695,1267,0,0,,178,1109,30,7,165,18,3774,88597,702,13,1260,0,4,8838,2390,10149,42795,10,28,268,0,,844664,608511,24075,797,2499,44,62,16,482,0,124502,83676
2019-02,715176,243083,0,0,0,3587,113012,1465,90985,17214,27,2280,1041,0,0,,156,705,23,2,78,7,3628,73096,502,16,1444,0,5,2591,2227,7059,34695,8,12,230,0,,472093,307892,12169,699,1863,33,40,11,309,0,120881,28196
2019-03,879800,325365,0,0,0,6086,144519,1938,113941,24053,44,3204,1339,0,0,,267,738,18,1,52,14,4423,97866,591,10,2735,0,3,5120,4021,9413,49274,6,41,167,0,,554435,358757,18827,3141,2838,66,52,20,467,0,116329,53938
2019-04,916462,329246,0,0,0,6277,139753,1864,110266,23218,23,3010,1372,0,0,,473,701,23,6,142,14,5556,101191,1000,12,2689,0,5,6964,4559,9810,49861,8,26,175,1,,587216,299939,28735,7471,3407,44,58,18,427,0,91421,155696
2019-05,937741,326524,0,0,0,6291,134854,1615,106431,22748,32,2677,1351,0,0,,562,939,18,3,330,20,7849,96106,950,10,3129,0,3,9087,5238,10018,50895,3,24,195,0,,611217,197729,36669,9095,4017,66,113,10,324,0,94564,268630
2019-06,964457,319935,0,1,0,6642,124394,2027,97362,21419,41,2346,1199,0,0,,409,1007,24,23,788,18,10146,99555,1000,11,3128,0,3,10052,5484,9321,47675,14,9,231,0,,644522,141202,37913,6029,4668,44,116,17,340,0,116800,337393
2019-07,943403,340371,0,2,0,6912,142876,2203,112454,24393,34,2462,1330,0,0,,348,703,36,115,1260,57,11468,93318,1102,5,3635,0,11,5864,5791,11204,55367,23,13,261,0,,603032,88911,29427,2283,5265,50,109,17,451,0,136998,339521
2019-08,716823,319938,0,12,0,6404,135827,1809,106985,23334,31,2436,1232,0,0,,320,411,42,173,3311,66,10871,84304,1040,9,4388,0,5,2396,4755,11114,54217,40,7,226,0,,396885,51676,18690,812,4208,53,133,17,436,0,127630,193230
2019-09,667198,302394,1,0,0,6435,123561,1603,97815,20866,43,2123,1111,0,0,,216,346,30,81,8036,35,8709,80973,881,3,3319,0,6,3473,3561,10425,51981,68,34,220,0,,364804,46048,19377,483,3518,28,143,26,446,0,106258,188477
2019-10,597610,291746,0,0,0,6207,123617,1313,98774,20438,28,1943,1121,0,0,,164,649,26,33,6120,25,6707,75123,806,9,1933,0,8,5375,2717,10382,51616,23,6,200,0,,305864,50665,21938,671,3166,23,166,7,318,0,97658,131252
2019-11,670999,292859,4,1,0,7366,127706,1230,102174,21182,28,2062,1030,0,0,,250,1445,23,7,1767,22,4680,73000,642,11,1653,0,11,10215,2892,10448,50439,7,12,258,0,,378140,156205,27704,952,3206,37,146,8,469,0,89252,100161
2019-12,1707322,288739,0,0,0,6735,126743,1316,102151,20327,43,1888,1018,0,0,,230,1364,19,12,268,24,3970,71631,571,15,1414,0,3,13053,3065,10803,48587,16,12,204,0,,1418583,1199771,27581,1718,3046,43,63,11,381,0,122103,63866
2020-01,1414630,257376,0,0,0,2759,112087,1251,91026,17287,19,1626,878,0,0,,205,684,19,3,71,10,3309,67682,513,17,1141,0,5,6352,2445,8254,39671,6,4,348,0,11791,1157254,986543,17159,1199,2139,26,59,15,286,0,121473,28355
2020-02,326628,208539,0,0,0,2133,63330,1295,51506,9068,12,1045,404,0,0,,66,374,12,0,17,6,1912,44933,364,3,738,0,3,580,933,3524,21448,2,2,126,0,68033,118089,59154,8018,306,1672,21,41,13,91,0,45510,3263
2020-03,324803,243165,0,0,0,4808,108657,1529,88150,16718,12,1641,607,0,0,,69,433,15,3,16,9,2892,73427,360,3,874,0,2,444,3508,4661,41154,1,7,92,0,1730,81638,21696,6028,197,2011,41,29,27,249,0,48491,2869
2020-04,367872,281913,0,0,0,5960,125181,1187,101262,20179,22,1732,799,0,0,,58,540,15,4,6,16,3695,85684,415,5,479,0,1,442,5360,6267,46728,2,6,54,0,995,85959,15396,6169,116,2230,52,63,26,362,0,58544,3001
2020-05,398297,278015,0,1,0,5484,120921,1100,97651,19821,11,1585,753,0,0,,74,686,14,0,4,16,5664,83385,607,4,277,0,2,562,5264,8104,46753,5,5,40,0,143,120282,16974,9273,90,2468,48,67,26,266,0,87151,3919
2020-06,439708,288382,0,0,0,6915,123474,1249,99319,20367,16,1708,815,0,0,,91,826,17,6,4,18,7775,84952,832,3,159,0,1,677,6193,9292,46538,12,6,74,0,517,151326,15640,11995,114,2788,41,113,26,264,0,114085,6260
2020-07,471455,300780,1,3,0,6124,132782,1514,106135,22400,21,1839,873,0,0,,111,503,22,30,23,17,7943,83101,863,4,131,0,5,789,6437,10621,50386,23,4,54,0,803,170675,13406,10583,82,2796,59,127,22,397,0,116425,26778
2020-08,475076,281550,2,5,0,5166,126950,1401,102304,20520,19,1759,947,0,0,,119,313,23,69,55,39,7270,76423,830,4,142,1,3,763,4972,10724,46838,51,10,57,0,721,193526,12833,9008,96,2561,39,138,18,283,0,109407,59143
2020-09,535038,287926,1,2,0,6927,130930,1335,105377,21538,25,1811,844,0,0,,111,320,15,137,247,36,6206,75409,848,3,201,1,4,877,4492,11643,48965,110,4,81,0,356,247112,18432,13212,102,2549,35,184,17,336,0,97075,115170
2020-10,573957,258591,0,0,0,4546,119322,1181,95633,20067,22,1506,913,0,0,,116,611,24,42,287,26,4793,67843,689,1,267,0,3,1102,3206,10551,44438,53,10,78,0,583,315366,20401,12818,157,2298,21,192,18,390,0,79196,199875
2020-11,583286,269673,0,0,0,5824,125059,1243,100561,20801,22,1639,793,0,0,,118,1796,12,10,63,22,3568,69640,517,5,291,0,2,1925,3611,11260,45305,31,6,63,0,545,313613,22783,15211,276,2538,35,131,10,403,0,83209,189017
2020-12,542172,264109,0,0,0,6508,124433,1196,100209,20438,16,1818,756,0,0,,96,1460,24,8,9,17,3272,64097,483,5,294,0,5,2693,3694,11691,44696,19,3,73,0,529,278063,23546,11437,104,2583,31,55,13,412,0,108084,131798
2021-01,521141,250601,0,0,0,3260,120035,960,98257,18258,20,1838,702,0,0,,59,562,15,4,5,16,2633,64813,362,10,205,0,3,2502,3175,10284,40079,14,4,68,0,2493,270540,20232,7078,127,2305,31,45,21,378,0,177114,63209
2021-02,389618,209130,0,0,0,3051,101058,745,83014,14714,23,1849,713,0,0,,38,365,14,0,2,10,2623,55425,327,10,115,0,3,989,3425,7650,33615,3,1,58,0,348,180488,10894,4393,46,1873,30,37,15,224,0,144447,18529
2021-03,518719,310698,0,0,0,5951,148245,1128,119423,23776,27,2991,900,0,0,,77,424,13,0,0,9,3488,80803,487,7,220,0,0,1819,7220,10878,50682,7,0,63,0,305,208021,17110,9604,82,2885,63,35,13,430,0,141593,36206
2021-04,601558,300219,0,0,0,5283,137828,1142,110385,22613,31,2797,860,0,0,,69,510,17,0,4,19,3945,80548,522,3,308,0,1,2790,7848,10874,49113,3,6,74,0,454,301339,31535,11501,107,2808,34,105,27,304,0,110751,144167
2021-05,699466,289878,0,0,0,5047,131135,1095,105393,21254,22,2509,862,0,0,,80,685,11,2,5,14,5011,75243,649,11,427,0,3,4124,8096,10773,47999,9,6,97,0,451,409588,41516,11970,187,2548,46,111,32,265,0,112075,240838
2021-06,683394,288175,0,3,0,5978,126681,1089,101633,20937,23,2266,733,0,0,,72,724,18,10,8,25,6408,73884,829,6,519,0,0,4165,9670,10950,47423,19,4,109,0,670,395219,38772,12015,115,2467,36,112,23,238,0,117015,224426
2021-07,628584,305023,0,0,0,3373,139343,1038,112287,22940,19,2140,919,0,0,,80,467,12,17,3,66,6982,76648,939,4,820,1,3,2430,9222,11747,51531,28,2,92,0,1213,323561,24604,9367,102,2566,43,101,23,306,0,123462,162987
2021-08,482071,274918,1,0,0,4710,126075,1057,102061,20001,23,2109,824,0,0,,66,255,14,72,3,115,5326,67966,913,0,1227,0,3,1152,6867,12019,46091,81,9,60,0,1893,207153,21375,8353,68,2016,36,143,28,241,1,103609,71283
2021-09,500929,272332,0,0,0,5039,125821,1105,101701,20125,26,2033,831,0,0,,85,291,13,63,4,58,5159,67812,786,2,1094,0,1,1202,5932,11744,45792,116,5,49,0,1264,228597,35535,12606,90,2321,24,211,17,296,0,90862,86635
2021-10,523006,249607,0,2,0,5357,118664,940,95942,19157,24,1846,755,0,0,,88,678,19,39,6,38,3745,61391,655,7,825,0,3,1634,3622,10720,40900,81,6,46,0,1081,273399,53346,11116,101,1994,21,190,11,207,0,74343,132070
2021-11,565663,262627,0,0,0,6493,126320,1026,102598,19858,18,2055,765,0,0,,105,2120,11,14,5,18,2775,61753,524,3,1148,0,2,2717,3649,11119,42174,31,3,62,0,1581,303036,110691,11881,119,2218,28,155,21,209,0,64241,113473
2021-12,696866,276851,0,0,0,7490,133390,1068,108157,20895,37,2369,864,0,0,,97,2402,8,4,3,18,2807,61788,487,10,2254,0,1,3983,4919,11264,42321,39,4,72,0,3490,420015,249046,10892,158,2513,30,91,25,327,0,82512,74421
2022-01,627558,263382,0,1,0,3109,132430,956,109531,18704,27,2530,682,0,0,,40,781,13,9,0,10,2169,61697,405,13,2354,0,1,3232,4396,9273,39586,8,4,26,0,3825,364176,230714,6570,70,1811,32,63,22,347,0,80364,44183
2022-02,445181,229407,0,0,0,3364,117382,830,96787,16733,23,2443,566,0,0,,44,330,7,1,0,9,2043,52596,280,9,2576,0,1,990,4689,6979,34683,2,5,30,0,3387,215774,98696,4491,55,1561,28,38,23,213,0,92535,18134
2022-03,634258,332135,0,1,0,5020,140574,1050,114003,21722,23,3131,645,0,0,,71,344,8,2,2,15,2836,73110,408,10,3747,0,1,1848,6656,8886,46978,5,5,31,0,41577,302123,133184,10001,98,2559,35,36,30,338,0,122555,33287
2022-04,481403,311106,0,0,0,3837,117617,896,95933,17712,22,2525,529,0,0,,52,333,9,0,0,22,2587,61185,421,7,3415,0,2,1639,7124,7821,39513,3,1,34,0,65484,170297,37567,9968,97,2455,34,89,24,283,0,74986,44794
2022-05,519156,273802,0,0,0,4490,125758,960,102912,18720,21,2503,642,0,0,,110,553,6,0,2,19,3520,63590,566,5,3991,0,1,2588,8824,8395,43751,10,39,37,0,7547,245354,78687,11151,155,2509,27,144,35,235,0,82369,70042
2022-06,1285858,287699,0,6,0,5626,131857,1038,106846,20925,22,2411,615,0,0,,110,566,15,7,1,29,4708,67901,700,6,4213,0,0,2896,9943,8988,48507,12,5,62,0,1541,998159,747038,11945,167,2905,37,124,20,250,0,95012,140661
2022-07,1174894,301303,1,10,0,4667,138449,1069,112648,21867,16,2225,624,0,0,,92,404,17,13,3,64,5055,71422,741,5,4234,1,2,1758,9683,9263,51391,24,6,79,0,3919,873591,648465,9391,106,2629,35,179,29,316,0,103468,108973
2022-08,658201,308828,0,6,0,4679,141324,1116,115375,21891,30,2255,657,0,0,,112,235,20,57,1,73,4505,69019,730,2,5355,0,2,940,7887,9275,50482,48,4,217,0,13855,349373,183345,8472,128,2267,32,205,22,267,0,100107,54528
2022-09,486329,261109,1,4,0,4389,123318,945,101083,18740,14,1946,590,0,1,,78,205,14,53,28,42,3134,58638,631,2,3849,0,4,1020,5311,8598,44470,43,8,96,0,7172,225220,90089,11041,98,2273,24,174,19,140,0,76490,44872
2022-10,421228,231092,0,3,0,3965,109020,752,90015,16020,10,1683,540,0,0,,111,400,12,27,326,35,2559,51125,494,4,2594,0,1,1383,2535,7959,39054,28,11,92,0,9354,190136,69072,9537,118,2009,13,118,16,115,0,61743,47395
2022-11,467973,272901,0,0,0,4299,104438,749,86371,15057,10,1732,519,0,0,,82,895,16,1,174,23,1975,48352,419,4,2160,0,1,1896,2569,7630,35152,10,8,74,0,62723,195072,82663,8702,120,1738,20,116,11,97,0,50972,50633
2022-12,278907,148573,0,0,0,5264,72630,532,59498,11050,16,1187,347,0,0,,79,512,6,3,11,11,1215,33951,234,2,1293,0,3,1026,1820,6027,24367,12,28,79,0,,130334,67888,3839,72,1569,20,36,9,144,0,29010,27747
